Tempo Extracao,Acido,Fibra,Ultra-sons,Sal,% de Organico,Tipo Organico,Volume Solvente,Tempo Retroextracao
88541.48571428572,3344.9142857143015,-25113.942857142858,-84303.42857142858,66432.0,28553.828571428574,-45433.71428571429,-40035.0857142857,34172.9142857143
